DailyActivity_Id,ActivityDate,dayOfWeek,TotalSteps,LiteActiveKM,ModerateActiveKM,VeryActiveKM,LiteActiveHR,ModerateActiveHR,VeryActiveHR,SedentaryHR,Calories,HoursAsleep,HoursInBed
3977333714,2016-04-17,Sunday   ,10415,3.92,2.35,0.7,3.42,0.97,0.18,10,1529,6.35,9.43
3977333714,2016-04-18,Monday   ,11663,3.82,3.73,0.25,3.57,1.58,0.07,10.08,1584,6.87,8.7
3977333714,2016-04-19,Tuesday  ,12414,3.96,2.45,2.24,3.68,1.12,0.32,12.3,1638,3.65,6.58
3977333714,2016-04-20,Wednesday,11658,3.28,4.35,0.2,2.73,1.63,0.03,14.08,1554,2.53,5.08
3977333714,2016-04-21,Thursday ,6093,4.06,0,0,4.03,0,0,11.87,1397,5.53,8.53
3977333714,2016-04-22,Friday   ,8911,3.06,0.58,2.33,3.13,0.2,0.55,12.18,1481,5.92,7.93
3977333714,2016-04-23,Saturday ,12058,3.85,4.22,0,4.2,1.53,0,12.07,1638,3.92,6.2
3977333714,2016-04-24,Sunday   ,14112,2.17,4.56,3.27,2.15,1.58,0.5,11,1655,5.17,8.77
3977333714,2016-04-25,Monday   ,11177,2.41,0.43,5.62,2.22,0.15,0.83,13.02,1570,4.37,7.78
3977333714,2016-04-26,Tuesday  ,11388,2.95,4.22,0.45,2.83,1.58,0.12,13.28,1551,4.17,6.18
3977333714,2016-04-27,Wednesday,7193,4.62,0.42,0,2.93,0.17,0,11.9,1377,5.82,9
3977333714,2016-04-28,Thursday ,7114,3.22,0.29,1.37,3.17,0.13,0.25,13.4,1407,4.35,7.05
3977333714,2016-04-29,Friday   ,10645,2.71,1.3,3.74,2.5,0.53,0.6,12.4,1545,5.55,7.97
3977333714,2016-04-30,Saturday ,13238,3.41,2.1,3.69,3.23,0.87,0.72,11.45,1650,3.95,6.37
3977333714,2016-05-01,Sunday   ,10414,2.41,1.98,2.67,2.07,0.67,0.68,11.52,1501,6.38,10.43
3977333714,2016-05-02,Monday   ,16520,3.02,6.48,1.54,2.93,2.38,0.4,11.88,1760,3.83,6.4
3977333714,2016-05-03,Tuesday  ,14335,4.53,1.74,3.32,4.3,0.68,0.78,9.9,1710,4.87,8.33
3977333714,2016-05-04,Wednesday,13559,2.89,4.58,1.81,2.37,1.6,0.23,14.2,1628,3.55,5.6
3977333714,2016-05-05,Thursday ,12312,2.71,4.11,1.76,2.97,1.47,0.23,11.33,1618,5.3,8
3977333714,2016-05-06,Friday   ,11677,2.67,2.51,3.11,2.8,0.92,0.48,11.27,1590,5.38,8.53
3977333714,2016-05-07,Saturday ,11550,3.59,4.13,0,3.47,1.43,0,11.72,1574,3.95,7.38
3977333714,2016-05-08,Sunday   ,13585,3.17,5.24,0.68,2.85,1.93,0.15,11.47,1633,4.32,7.6
3977333714,2016-05-10,Tuesday  ,13072,3.31,5.4,0.07,3.27,1.92,0.02,11.27,1630,5.2,7.53
4020332650,2016-04-12,Tuesday  ,8539,5.68,0.24,0.15,5.52,0.25,0.07,11.87,3654,8.35,9.02
4020332650,2016-04-16,Saturday ,1982,0.59,0.37,0.45,0.92,0.35,1.08,20.37,3051,1.28,1.28
4020332650,2016-05-03,Tuesday  ,4496,3.15,0,0,2.9,0,0,15.83,2828,5.37,5.53
4020332650,2016-05-04,Wednesday,10252,5.58,1.04,0.67,5.77,0.77,0.22,8.85,3879,7.97,8.93
4020332650,2016-05-05,Thursday ,11728,4.04,1.68,2.62,3.27,0.7,0.63,15.27,3429,3.77,4.13
4020332650,2016-05-06,Friday   ,4369,3.1,0,0,2.95,0,0,14.25,2704,6.42,6.8
4020332650,2016-05-08,Sunday   ,5862,4.15,0,0,4.38,0,0,12.92,3089,6.07,6.7
4020332650,2016-05-10,Tuesday  ,5546,3.87,0,0,3.43,0,0,12.9,2926,7.37,8.23
4319703577,2016-04-14,Thursday ,10210,6.44,0.33,0.11,5.65,0.15,0.02,9.82,2302,8.92,9.28
4319703577,2016-04-15,Friday   ,5664,3.8,0,0,3.8,0,0,12.53,1985,7.75,8.18
4319703577,2016-04-16,Saturday ,4744,3.18,0,0,3.23,0,0,12.07,1884,8.43,8.7
4319703577,2016-04-18,Monday   ,2276,1.12,0.33,0.07,0.97,0.15,0.02,13.73,1632,8.58,9.18
4319703577,2016-04-19,Tuesday  ,8925,5.99,0,0,5.18,0,0,10.07,2200,7.68,8.3
4319703577,2016-04-20,Wednesday,8954,5.31,0.68,0,5.1,0.3,0,11.18,2220,8.72,9.05
4319703577,2016-04-21,Thursday ,3702,0.35,0,0,0.57,0,0,21.08,1792,0.98,1.08
4319703577,2016-04-22,Friday   ,4500,2.15,0.81,0.06,2.93,0.32,0.02,11.82,1886,8.88,9.17
4319703577,2016-04-23,Saturday ,4935,3.31,0,0,3.88,0,0,9.1,1945,11.53,12.03
4319703577,2016-04-24,Sunday   ,4081,2.47,0.2,0.06,3.18,0.08,0.02,11.53,1880,7.78,8.35
4319703577,2016-04-25,Monday   ,9259,5.93,0.28,0,6.5,0.13,0,9.07,2314,8.13,8.43
4319703577,2016-04-26,Tuesday  ,9899,5.15,0.92,0.57,4.8,0.35,0.13,10.82,2236,8.42,8.6
4319703577,2016-04-27,Wednesday,10780,4.91,1.92,0.41,5,0.78,0.1,11.33,2324,4.77,5.12
4319703577,2016-04-28,Thursday ,10817,5.94,0.33,1.01,5.98,0.13,0.22,9.2,2367,8.28,8.7
4319703577,2016-04-29,Friday   ,7990,4.12,0.79,0.45,4.82,0.3,0.1,10.4,2175,8.72,9.1
4319703577,2016-04-30,Saturday ,8221,3.51,1.61,0.4,3.27,0.63,0.1,11.58,2092,8.17,8.6
4319703577,2016-05-01,Sunday   ,1251,0.84,0,0,1.12,0,0,13.93,1593,8.07,8.33
4319703577,2016-05-02,Monday   ,9261,5.71,0.44,0,5.73,0.18,0,9.75,2270,7.97,8.43
4319703577,2016-05-03,Tuesday  ,9648,4.83,1.07,0.58,4.78,0.43,0.13,11.15,2235,7.9,8.53
4319703577,2016-05-06,Friday   ,9524,5.46,0.47,0.41,5.23,0.18,0.1,11.53,2266,7.5,8.18
4319703577,2016-05-07,Saturday ,7937,4.08,1.05,0.19,4.65,0.47,0.05,9.77,2158,8.45,8.83
4319703577,2016-05-08,Sunday   ,3672,2.46,0,0,2.55,0,0,10.05,1792,10.03,10.63
4319703577,2016-05-09,Monday   ,10378,6.25,0.56,0.14,6.23,0.23,0.03,8.17,2345,8.92,9.42
4319703577,2016-05-10,Tuesday  ,9487,5.7,0.46,0.21,5.48,0.2,0.05,9.25,2260,8.12,8.62
4319703577,2016-05-11,Wednesday,9129,5.18,0.74,0.2,5.18,0.3,0.05,9.57,2232,8.82,9.3
4388161847,2016-04-15,Friday   ,8758,6.73,0,0,4.98,0,0,13.95,3066,8.32,8.77
4388161847,2016-04-16,Saturday ,6580,4.45,0.4,0.21,4.22,0.15,0.1,10.15,3073,7.1,7.47
4388161847,2016-04-17,Sunday   ,4660,3.58,0,0,3.35,0,0,12.02,2572,10.32,10.68
4388161847,2016-04-18,Monday   ,11009,5.14,0.4,3.56,3.98,0.13,0.45,16.95,3274,1.65,1.73
4388161847,2016-04-19,Tuesday  ,10181,5.77,0.69,1.37,4.15,0.27,0.33,11.73,3015,5.48,5.63
4388161847,2016-04-20,Wednesday,10553,5.29,1.72,1.1,3.8,0.7,0.32,11.6,3083,7.02,7.52
4388161847,2016-04-21,Thursday ,10055,6.98,0.39,0.37,4.53,0.2,0.12,14.22,3069,7.37,7.63
4388161847,2016-04-22,Friday   ,12139,4.92,1.11,3.3,3.67,0.42,1.28,15.75,3544,1.37,1.42
4388161847,2016-04-23,Saturday ,13236,5.35,0.32,4.5,3.58,0.08,0.97,12.48,3306,7.97,8.35
4388161847,2016-04-24,Sunday   ,10243,6.3,0.51,1.08,3.98,0.13,0.23,9.73,2885,9.2,9.92
4388161847,2016-04-26,Tuesday  ,9461,5.27,1.06,0.94,3.73,0.38,0.23,11.22,2929,5.32,5.77
4388161847,2016-04-27,Wednesday,11193,5.39,2.51,0.7,4.02,0.8,0.18,11.4,3074,7.32,8.33
4388161847,2016-04-28,Thursday ,10074,6.03,0.43,1.29,3.9,0.15,0.32,14.63,2969,7.13,7.63
4388161847,2016-04-30,Saturday ,12533,6.94,2,0.7,5,0.72,0.23,8.95,3283,6.82,7.17
4388161847,2016-05-01,Sunday   ,10255,6.2,0.68,1.01,4.02,0.25,0.2,9.65,2926,9.12,9.95
4388161847,2016-05-02,Monday   ,10096,4.55,0.08,3.77,3.4,0.07,0.55,15.58,3147,6.13,6.27
4388161847,2016-05-04,Wednesday,12375,5.8,0.93,2.79,4.18,0.35,0.58,10.53,3162,6.5,6.9
4388161847,2016-05-05,Thursday ,9603,5.09,1.67,0.63,3.32,0.65,0.2,14.93,2899,7.85,8.25
4388161847,2016-05-07,Saturday ,22770,5.33,2.77,9.45,4.33,0.93,2,8.47,4022,7.87,8.27
4388161847,2016-05-08,Sunday   ,17298,3.23,1.26,9.89,2.97,0.63,1.78,9.6,3934,8.82,9.02
4388161847,2016-05-09,Monday   ,10218,6.79,0.73,0.34,4.3,0.32,0.1,17,3013,1.03,1.08
4388161847,2016-05-10,Tuesday  ,10299,6.46,0.65,0.81,4.45,0.23,0.22,10.8,3061,5.9,6.25
4388161847,2016-05-11,Wednesday,10201,6.53,0.79,0.53,4.27,0.3,0.13,14.3,2954,7.82,8.23
4445114986,2016-04-12,Tuesday  ,3276,2.2,0,0,3.27,0,0,13.12,2113,7.15,7.62
4445114986,2016-04-13,Wednesday,2961,1.99,0,0,3.23,0,0,14,2095,6.17,6.77
4445114986,2016-04-14,Thursday ,3974,2.67,0,0,3.85,0,0,11.95,2194,7.35,8.2
4445114986,2016-04-15,Friday   ,7198,4.83,0,0,5.83,0,0,11.85,2496,5.62,6.32
4445114986,2016-04-16,Saturday ,3945,2.65,0,0,3.75,0,0,11.93,2180,7.7,8.32
4445114986,2016-04-17,Sunday   ,2268,1.52,0,0,1.9,0,0,20.32,1933,1.63,1.78
4445114986,2016-04-19,Tuesday  ,2064,1.39,0,0,2.02,0,0,14.92,1954,6.47,7.07
4445114986,2016-04-20,Wednesday,2072,1.39,0,0,2.28,0,0,14.02,1974,7.32,7.7
4445114986,2016-04-21,Thursday ,3809,2.54,0,0,3.58,0,0,12.6,2150,7.27,7.82
4445114986,2016-04-22,Friday   ,6831,4.58,0,0,5.28,0,0,11.77,2432,6.47,6.95
4445114986,2016-04-25,Monday   ,3385,2.27,0,0,2.98,0,0,15.27,2070,5.47,5.75
4445114986,2016-04-26,Tuesday  ,6326,1.96,0.04,2.41,3,0.02,0.48,13.98,2291,5.88,6.52
4445114986,2016-04-27,Wednesday,7243,2.38,0.03,2.62,3.23,0.02,0.53,13.98,2361,5.53,6.23
4445114986,2016-04-28,Thursday ,4493,3.01,0,0,3.93,0,0,12.7,2203,6.98,7.37
4445114986,2016-04-29,Friday   ,4676,3.13,0,0,3.77,0,0,18.43,2196,1.77,1.8
4445114986,2016-04-30,Saturday ,6222,4.18,0,0,4.83,0,0,13.28,2363,5.37,5.88
4445114986,2016-05-01,Sunday   ,5232,3.51,0,0,4,0,0,12.35,2246,7.32,7.65
4445114986,2016-05-02,Monday   ,6910,2.35,0.19,2.21,3.33,0.07,0.45,11.12,2336,8.37,9.03
4445114986,2016-05-03,Tuesday  ,7502,2.58,0.11,2.48,3.88,0.03,0.5,12.08,2421,6.95,7.5
4445114986,2016-05-04,Wednesday,2923,1.96,0,0,3,0,0,14.95,2070,5.62,6.05
4445114986,2016-05-05,Thursday ,3800,2.18,0.24,0.12,3.08,0.1,0.03,12.23,2120,7.7,8.55
4445114986,2016-05-06,Friday   ,4514,3.03,0,0,3.82,0,0,13.48,2211,6.23,6.7
4445114986,2016-05-07,Saturday ,5183,1.25,0.19,2.13,1.8,0.07,0.43,14.43,2123,6.68,7.27
4445114986,2016-05-08,Sunday   ,7303,4.65,0.25,0,5.13,0.13,0,12.22,2423,6.02,6.52
4445114986,2016-05-09,Monday   ,5275,3.54,0,0,4.43,0,0,10.68,2281,7.62,8.88
4445114986,2016-05-10,Tuesday  ,3915,2.63,0,0,3.85,0,0,13.05,2181,6.75,7.1
4445114986,2016-05-11,Wednesday,9105,2.86,1,2.25,3.87,0.37,0.57,10.37,2499,8.32,8.83
4445114986,2016-05-12,Thursday ,768,0.52,0,0,0.97,0,0,6.33,1212,8.05,8.35
4558609924,2016-04-21,Thursday ,13743,7.7,0.97,0.42,7.2,0.35,0.1,14.07,2486,2.1,2.28
4558609924,2016-04-26,Tuesday  ,9148,3.59,2.03,0.43,4.72,0.68,0.2,17.7,2223,1.72,2.02
4558609924,2016-04-29,Friday   ,7833,2.31,1.85,1.02,3.28,0.48,0.25,18.27,1918,2.85,2.98
4558609924,2016-05-01,Sunday   ,3428,2.27,0,0,3.17,0,0,18.68,1692,1.92,2.15
4558609924,2016-05-08,Sunday   ,6543,2.02,0.5,1.8,3.97,0.58,1.1,16.98,2666,2.05,2.23
4702921684,2016-04-12,Tuesday  ,7213,5.85,0,0,4.38,0,0,11.97,2947,7.08,7.32
4702921684,2016-04-13,Wednesday,6877,5.58,0,0,4.3,0,0,12.95,2898,6.67,7.17
4702921684,2016-04-14,Thursday ,7860,6.37,0,0,4.52,0,0,12.87,2984,6.4,6.92
4702921684,2016-04-15,Friday   ,6506,4.79,0.42,0.07,4.27,0.13,0.02,15.73,2896,4.22,4.28
4702921684,2016-04-16,Saturday ,11140,7.54,1.25,0.24,5.58,0.4,0.05,9.27,3328,6.37,6.77
4702921684,2016-04-17,Sunday   ,12692,5.88,3.46,0.96,5.03,1.1,0.2,7.28,3394,9.85,10.2
4702921684,2016-04-18,Monday   ,9105,4.07,1.49,1.82,3.18,0.5,0.37,14.83,3013,4.88,5.2
4702921684,2016-04-19,Tuesday  ,6708,4.19,0.37,0.88,2.98,0.13,0.17,12.62,2812,7.62,8.12
4702921684,2016-04-20,Wednesday,8793,5.73,1.23,0.16,4.33,0.48,0.03,11.95,3061,7.57,7.8
4702921684,2016-04-21,Thursday ,6530,2.94,2.05,0.31,2.4,0.68,0.07,15.02,2729,7.08,7.23
4702921684,2016-04-23,Saturday ,15126,8.27,3.24,0.76,6.8,1.1,0.15,7.82,3691,7.75,7.92
4702921684,2016-04-24,Sunday   ,15050,5.88,5.12,1.2,4.68,1.58,0.25,9.03,3538,8,8.43
4702921684,2016-04-25,Monday   ,9167,6.11,0.82,0.49,4.5,0.25,0.1,12.17,3064,6.17,6.33
4702921684,2016-04-26,Tuesday  ,6108,4.54,0.35,0.07,3.6,0.13,0.02,12.75,2784,7.02,7.15
4702921684,2016-04-27,Wednesday,7047,4.78,0.8,0.09,3.97,0.27,0.02,12.22,2908,7.2,7.48
4702921684,2016-04-28,Thursday ,9023,5.77,0.42,1.13,3.87,0.15,0.23,12.3,3033,7.37,7.68
4702921684,2016-04-29,Friday   ,9930,6.07,0.92,1.06,4.45,0.32,0.2,11.53,3165,7.22,7.45
4702921684,2016-04-30,Saturday ,10144,5.88,2.03,0.32,4.38,0.6,0.07,12.13,3115,7.98,8.35
4702921684,2016-05-03,Tuesday  ,9454,7.67,0,0,5.22,0,0,12.15,3145,5.45,6.22
4702921684,2016-05-04,Wednesday,8161,5.54,0.73,0.34,4.18,0.25,0.07,12.62,3004,6.87,7.23
4702921684,2016-05-05,Thursday ,8614,6.09,0.22,0.67,4.02,0.08,0.13,12.42,3006,6.9,7.13
4702921684,2016-05-06,Friday   ,6943,4.87,0.66,0.08,3.45,0.27,0.02,11.37,2859,6.73,7.48
4702921684,2016-05-07,Saturday ,14370,8.97,2.31,0.37,7.32,0.77,0.08,9.62,3683,8.67,9.05
4702921684,2016-05-09,Monday   ,8232,6.1,0.57,0,4.22,0.2,0,12.43,2990,7.25,7.63
4702921684,2016-05-10,Tuesday  ,10613,6.65,1.88,0.08,4.37,0.62,0.02,11.68,3172,6.93,7.18
4702921684,2016-05-11,Wednesday,9810,4.98,2.16,0.78,3.92,0.68,0.17,13.07,3069,5.9,6.1
4702921684,2016-05-12,Thursday ,2752,2.23,0,0,1.13,0,0,4.02,1240,6.73,7.37
5553957443,2016-04-12,Tuesday  ,11596,5.41,0.79,1.37,4.62,0.22,0.32,12.78,2026,7.35,7.73
5553957443,2016-04-13,Wednesday,4832,3.16,0,0,3.77,0,0,10.78,1718,7.58,8.13
5553957443,2016-04-14,Thursday ,17022,4.67,2.45,4,4.27,0.68,1.02,11.55,2324,5.95,6.97
5553957443,2016-04-15,Friday   ,16556,4.71,1.98,4.16,3.98,0.63,0.97,11.48,2254,6.28,6.82
5553957443,2016-04-16,Saturday ,5771,3.77,0,0,4.8,0,0,8.68,1831,10.85,11.43
5553957443,2016-04-17,Sunday   ,655,0.43,0,0,0.77,0,0,15.72,1397,5.83,6.7
5553957443,2016-04-18,Monday   ,3727,2.43,0,0,3.43,0,0,10.37,1683,8.67,9.02
5553957443,2016-04-19,Tuesday  ,15482,4.18,1.66,4.28,4.15,0.47,1.15,12.6,2284,5.95,6.83
5553957443,2016-04-20,Wednesday,2713,1.77,0,0,2.47,0,0,9.97,1570,10.97,11.3
5553957443,2016-04-21,Thursday ,12346,2.96,2.16,2.95,2.95,0.7,0.78,13.35,2066,6.65,7.18
5553957443,2016-04-22,Friday   ,11682,5.6,0.63,1.38,4.5,0.27,0.42,13.02,2105,5.37,5.88
5553957443,2016-04-23,Saturday ,4112,2.68,0,0,4.53,0,0,7.38,1776,10.52,12.08
5553957443,2016-04-24,Sunday   ,1807,1.18,0,0,1.73,0,0,9.7,1507,9.22,10.67
5553957443,2016-04-25,Monday   ,10946,3.69,0.57,2.93,3.35,0.18,0.85,12.2,2033,7.22,7.8
5553957443,2016-04-26,Tuesday  ,11886,4.46,0.93,2.37,3.97,0.3,0.67,12.5,2093,6.87,7.55
5553957443,2016-04-27,Wednesday,10538,4.74,1,1.14,3.43,0.27,0.27,12.42,1922,5.78,6.52
5553957443,2016-04-28,Thursday ,11393,3.17,0.75,3.71,2.75,0.22,0.82,12.12,1999,7.02,7.62
5553957443,2016-04-29,Friday   ,12764,4.91,0.64,2.79,4.5,0.25,0.77,11.82,2169,7.5,8.25
5553957443,2016-04-30,Saturday ,1202,0.78,0,0,1.4,0,0,8.43,1463,12.92,14.05
5553957443,2016-05-01,Sunday   ,5164,3.37,0,0,3.95,0,0,7.27,1747,10.37,11.43
