Id,ActivityDate,TotalSteps,TrackerKM,VeryActiveKM,ModerateActiveKM,LiteActiveKM,VeryActiveHR,ModerateActiveHR,LiteActiveHR,SedentaryHR,Calories,dayOfWeek
1624580081,2016-04-20,4974,3.23,0,0,3.23,0,0,2.52,21.48,1446,Wednesday
1624580081,2016-04-21,6349,4.13,0,0,4.11,0,0,3.1,20.9,1467,Thursday 
1624580081,2016-04-22,4026,2.62,0,0,2.6,0,0,3.32,20.68,1470,Friday   
1624580081,2016-04-23,8538,5.55,0,0,5.54,0,0,3.78,20.22,1562,Saturday 
1624580081,2016-04-24,6076,3.95,1.15,0.91,1.89,0.27,0.3,3.08,20.35,1617,Sunday   
1624580081,2016-04-25,6497,4.22,0,0,4.2,0,0,3.37,20.63,1492,Monday   
1624580081,2016-04-26,2826,1.84,0,0,1.83,0,0,2.33,21.67,1402,Tuesday  
1624580081,2016-04-27,8367,5.44,1.11,1.87,2.46,0.28,0.6,2.57,20.55,1670,Wednesday
1624580081,2016-04-28,2759,1.79,0,0.2,1.6,0,0.08,1.92,22,1401,Thursday 
1624580081,2016-04-29,2390,1.55,0,0,1.55,0,0,2.5,21.5,1404,Friday   
1624580081,2016-04-30,6474,4.3,0.9,1.28,2.12,0.18,0.38,3.73,19.7,1655,Saturday 
1624580081,2016-05-01,36019,28.03,21.92,4.19,1.91,3.1,1.05,2.85,17,2690,Sunday   
1624580081,2016-05-02,7155,4.93,0.86,0.59,3.47,0.12,0.1,2.77,21.02,1497,Monday   
1624580081,2016-05-03,2100,1.37,0,0,1.34,0,0,1.6,22.4,1334,Tuesday  
1624580081,2016-05-04,2193,1.43,0,0,1.42,0,0,1.97,22.03,1368,Wednesday
1624580081,2016-05-05,2470,1.61,0,0,1.58,0,0,1.95,22.05,1370,Thursday 
1624580081,2016-05-06,1727,1.12,0,0,1.12,0,0,1.7,22.3,1341,Friday   
1624580081,2016-05-07,2104,1.37,0,0,1.37,0,0,3.03,20.97,1474,Saturday 
1624580081,2016-05-08,3427,2.23,0,0,2.22,0,0,2.53,21.47,1427,Sunday   
1624580081,2016-05-09,1732,1.13,0,0,1.13,0,0,1.52,22.48,1328,Monday   
1624580081,2016-05-10,2969,1.93,0,0,1.92,0,0,2.32,21.68,1393,Tuesday  
1624580081,2016-05-11,3134,2.04,0,0,2.04,0,0,1.87,22.13,1359,Wednesday
1624580081,2016-05-12,2971,1.93,0,0,1.92,0,0,1.78,14.83,1002,Thursday 
1644430081,2016-04-12,10694,7.77,0.14,2.3,5.33,0.03,0.85,4.27,18.85,3199,Tuesday  
1644430081,2016-04-13,8001,5.82,2.28,0.9,2.64,0.5,0.27,2.25,20.98,2902,Wednesday
1644430081,2016-04-14,11037,8.02,0.36,2.56,5.1,0.08,0.97,4.2,18.75,3226,Thursday 
1644430081,2016-04-15,5263,3.83,0.22,0.15,3.45,0.05,0.07,2.83,21.05,2750,Friday   
1644430081,2016-04-16,15300,11.12,4.1,1.88,5.09,0.85,0.7,3.53,18.92,3493,Saturday 
1644430081,2016-04-17,8757,6.37,2.25,0.57,3.55,0.48,0.22,3.1,20.2,3011,Sunday   
1644430081,2016-04-18,7132,5.19,1.07,1.67,2.45,0.25,0.55,2.02,21.18,2806,Monday   
1644430081,2016-04-19,11256,8.18,0.36,2.53,5.3,0.08,0.97,4.63,18.32,3300,Tuesday  
1644430081,2016-04-20,2436,1.77,0,0,1.76,0,0,2.08,21.92,2430,Wednesday
1644430081,2016-04-21,1223,0.89,0,0,0.88,0,0,0.63,23.37,2140,Thursday 
1644430081,2016-04-22,3673,2.67,0,0,2.66,0,0,1.43,22.57,2344,Friday   
1644430081,2016-04-23,6637,4.83,0,0.58,4.25,0,0.25,2.67,21.08,2677,Saturday 
1644430081,2016-04-24,3321,2.41,0,0,2.41,0,0,1.48,22.52,2413,Sunday   
1644430081,2016-04-25,3580,2.6,0.59,0.06,1.95,0.13,0.02,1.57,22.28,2497,Monday   
1644430081,2016-04-26,9919,7.21,0.8,1.72,4.69,0.18,0.68,3.72,19.42,3123,Tuesday  
1644430081,2016-04-27,3032,2.2,0,0,2.2,0,0,1.97,22.03,2489,Wednesday
1644430081,2016-04-28,9405,6.84,0.2,2.32,4.31,0.05,0.88,3.78,19.28,3108,Thursday 
1644430081,2016-04-29,3176,2.31,0,0,2.31,0,0,2,19.88,2498,Friday   
1644430081,2016-04-30,18213,13.24,0.63,3.14,9.46,0.15,1.18,6.7,13.6,3846,Saturday 
1644430081,2016-05-01,6132,4.46,0.24,0.99,3.23,0.05,0.4,2.43,15.13,2696,Sunday   
1644430081,2016-05-02,3758,2.73,0.07,0.31,2.35,0.02,0.12,2.47,11.37,2580,Monday   
1644430081,2016-05-03,12850,9.34,0.72,4.09,4.54,0.17,1.57,3.68,18.58,3324,Tuesday  
1644430081,2016-05-04,2309,1.68,0,0,1.66,0,0,0.87,23.13,2222,Wednesday
1644430081,2016-05-05,4363,3.19,0.52,0.54,2.13,0.1,0.2,1.35,22.35,2463,Thursday 
1644430081,2016-05-06,9787,7.12,0.82,0.27,6.01,0.18,0.1,6.15,17.57,3328,Friday   
1644430081,2016-05-07,13372,9.72,3.26,0.79,5.67,0.68,0.28,4.05,18.98,3404,Saturday 
1644430081,2016-05-08,6724,4.89,0,0,4.88,0,0,4.92,16.52,2987,Sunday   
1644430081,2016-05-09,6643,4.83,2.39,0.35,2.09,0.53,0.1,5.05,18.32,3008,Monday   
1644430081,2016-05-10,9167,6.66,0.88,0.81,4.97,0.2,0.32,2.58,20.9,2799,Tuesday  
1644430081,2016-05-11,1329,0.97,0,0,0.95,0,0,0.82,11.88,1276,Wednesday
1844505072,2016-04-12,6697,4.43,0,0,4.43,0,0,5.65,18.35,2030,Tuesday  
1844505072,2016-04-13,4929,3.26,0,0,3.26,0,0,4.13,19.87,1860,Wednesday
1844505072,2016-04-14,7937,5.25,0,0,5.23,0,0,6.22,14.05,2130,Thursday 
1844505072,2016-04-15,3844,2.54,0,0,2.54,0,0,2.93,8.78,1725,Friday   
1844505072,2016-04-16,3414,2.26,0,0,2.26,0,0,2.45,21.55,1657,Saturday 
1844505072,2016-04-17,4525,2.99,0.14,0.26,2.59,0.03,0.13,3.32,20.52,1793,Sunday   
1844505072,2016-04-18,4597,3.04,0,0.48,2.56,0,0.2,3.62,20.18,1814,Monday   
1844505072,2016-04-19,197,0.13,0,0,0.13,0,0,0.17,23.83,1366,Tuesday  
1844505072,2016-04-21,8054,5.32,0.12,0.52,4.68,0.03,0.22,5.13,18.62,2062,Thursday 
1844505072,2016-04-22,5372,3.55,0,0,3.55,0,0,3.67,20.33,1827,Friday   
1844505072,2016-04-23,3570,2.36,0,0,2.36,0,0,2.32,21.68,1645,Saturday 
1844505072,2016-04-28,6907,4.57,0,0,4.56,0,0,5.03,18.97,1992,Thursday 
1844505072,2016-04-29,4920,3.25,0,0,3.25,0,0,4.12,18.03,1856,Friday   
1844505072,2016-04-30,4014,2.67,0,0,2.65,0,0,3.07,3.63,1763,Saturday 
1844505072,2016-05-01,2573,1.7,0,0.26,1.45,0,0.12,1.25,9.75,1541,Sunday   
1844505072,2016-05-03,4059,2.68,0,0,2.68,0,0,3.07,20.93,1742,Tuesday  
1844505072,2016-05-04,2080,1.37,0,0,1.37,0,0,1.45,22.55,1549,Wednesday
1844505072,2016-05-05,2237,1.48,0,0,1.48,0,0,2,22,1589,Thursday 
1927972279,2016-04-12,678,0.47,0,0,0.47,0,0,0.92,12.23,2220,Tuesday  
1927972279,2016-04-13,356,0.25,0,0,0.25,0,0,0.53,16.43,2151,Wednesday
1927972279,2016-04-14,2163,1.5,0,0.4,1.1,0,0.15,1.47,21.53,2383,Thursday 
1927972279,2016-04-15,980,0.68,0,0,0.68,0,0,0.85,15.68,2221,Friday   
1927972279,2016-04-18,244,0.17,0,0,0.17,0,0,0.28,23.72,2111,Monday   
1927972279,2016-04-22,149,0.1,0,0,0.1,0,0,0.17,23.83,2093,Friday   
1927972279,2016-04-23,2945,2.04,0,0,2.04,0,0,2.42,21.58,2499,Saturday 
1927972279,2016-04-24,2090,1.45,0.07,0.24,1.14,0.02,0.1,1.25,22.63,2324,Sunday   
1927972279,2016-04-25,152,0.11,0,0,0.11,0,0,0.2,21.72,2100,Monday   
1927972279,2016-04-26,3761,2.6,0,0,2.6,0,0,3.2,17.63,2638,Tuesday  
1927972279,2016-04-28,1675,1.16,0,0,1.16,0,0,1.58,19.45,2351,Thursday 
1927972279,2016-05-01,2704,1.87,1.01,0.03,0.83,0.23,0.02,1.17,22.58,2411,Sunday   
1927972279,2016-05-02,3790,2.62,1.16,0.3,1.16,0.27,0.13,1.57,22.03,2505,Monday   
1927972279,2016-05-03,1326,0.92,0.73,0,0.18,0.17,0,0.28,23.55,2195,Tuesday  
1927972279,2016-05-04,1786,1.24,0,0,1.24,0,0,1.45,22.55,2338,Wednesday
1927972279,2016-05-06,2091,1.45,0,0,1.45,0,0,1.8,22.2,2383,Friday   
1927972279,2016-05-07,1510,1.04,0,0,1.04,0,0,0.8,23.2,2229,Saturday 
2022484408,2016-04-12,11875,8.34,3.31,0.77,4.26,0.7,0.23,3.78,19.28,2390,Tuesday  
2022484408,2016-04-13,12024,8.5,2.99,0.1,5.41,0.72,0.08,4.87,18.33,2601,Wednesday
2022484408,2016-04-14,10690,7.5,2.48,0.21,4.82,0.53,0.05,4.28,19.13,2312,Thursday 
2022484408,2016-04-15,11034,8.03,1.94,0.31,5.78,0.45,0.15,4.7,18.7,2525,Friday   
2022484408,2016-04-16,10100,7.09,3.15,0.55,3.39,0.68,0.18,2.52,20.62,2177,Saturday 
2022484408,2016-04-17,15112,11.4,3.87,0.66,6.88,0.47,0.48,5.52,17.53,2782,Sunday   
2022484408,2016-04-18,14131,10.07,3.64,0.12,6.3,0.8,0.05,5.18,17.97,2770,Monday   
2022484408,2016-04-19,11548,8.53,3.29,0.24,5,0.52,0.12,4.17,19.2,2489,Tuesday  
2022484408,2016-04-20,15112,10.67,3.34,1.93,5.4,0.8,1.05,4.6,17.55,2897,Wednesday
2022484408,2016-04-21,12453,8.74,3.33,1.11,4.31,1.73,0.88,4.25,17.13,3158,Thursday 
2022484408,2016-04-22,12954,9.33,4.43,0.42,4.47,0.87,0.17,4.55,18.42,2638,Friday   
2022484408,2016-04-23,6001,4.21,0,0,4.21,0,0,4.15,19.85,2069,Saturday 
2022484408,2016-04-24,13481,10.28,4.55,1.15,4.58,0.62,0.43,3.6,19.35,2529,Sunday   
2022484408,2016-04-25,11369,8.01,3.33,0.22,4.46,0.73,0.13,3.62,19.52,2470,Monday   
2022484408,2016-04-26,10119,7.19,1.43,0.66,5.11,0.92,0.4,4.58,18.1,2793,Tuesday  
2022484408,2016-04-27,10159,7.13,1.04,0.97,5.12,0.32,0.33,4.7,18.65,2463,Wednesday
2022484408,2016-04-28,10140,7.12,0.41,1.33,5.39,0.1,0.33,4.85,18.72,2296,Thursday 
2022484408,2016-04-29,10245,7.19,0.48,1.21,5.5,0.35,0.67,4.68,18.3,2611,Friday   
2022484408,2016-04-30,18387,12.91,0.94,1.4,10.57,0.22,0.38,6.02,17.38,2732,Saturday 
2022484408,2016-05-01,10538,7.4,1.94,0.96,4.5,0.42,0.47,4.08,19.03,2380,Sunday   
2022484408,2016-05-02,10379,7.29,2.61,0.34,4.33,0.6,0.13,4.62,18.65,2473,Monday   
2022484408,2016-05-03,12183,8.74,3.99,0.46,4.28,1.2,0.23,4.17,18.4,2752,Tuesday  
2022484408,2016-05-04,11768,8.29,2.51,0.93,4.85,0.6,0.45,4.53,18.42,2649,Wednesday
2022484408,2016-05-05,11895,8.35,2.79,0.86,4.7,0.92,0.33,4.22,18.53,2609,Thursday 
2022484408,2016-05-06,10227,7.18,1.87,0.67,4.64,0.4,0.28,4.92,18.4,2498,Friday   
2022484408,2016-05-07,6708,4.71,1.61,0.08,3.02,0.33,0.03,2.48,21.15,1995,Saturday 
2022484408,2016-05-08,3292,2.31,0,0,2.31,0,0,2.25,21.75,1848,Sunday   
2022484408,2016-05-09,13379,9.39,2.12,1.63,5.64,0.58,0.78,4.95,17.68,2709,Monday   
2022484408,2016-05-10,12798,8.98,2.22,1.21,5.56,0.95,0.47,4.52,18.07,2797,Tuesday  
2022484408,2016-05-11,13272,9.32,4.18,1.15,3.99,0.97,0.42,3.73,18.88,2544,Wednesday
2022484408,2016-05-12,9117,6.41,1.28,0.67,4.44,0.27,0.27,3.93,12.13,1853,Thursday 
2026352035,2016-04-12,4414,2.74,0.19,0.35,2.2,0.05,0.13,3.02,11.77,1459,Tuesday  
2026352035,2016-04-13,4993,3.1,0,0,3.1,0,0,3.97,11.05,1521,Wednesday
2026352035,2016-04-14,3335,2.07,0,0,2.05,0,0,3.28,10.88,1431,Thursday 
2026352035,2016-04-15,3821,2.37,0,0,2.37,0,0,3.13,11.45,1444,Friday   
2026352035,2016-04-16,2547,1.58,0,0,1.58,0,0,2.5,12.13,1373,Saturday 
2026352035,2016-04-17,838,0.52,0,0,0.52,0,0,1,17.55,1214,Sunday   
2026352035,2016-04-18,3325,2.06,0,0,2.06,0,0,3.03,17.7,1419,Monday   
2026352035,2016-04-19,2424,1.5,0,0,1.5,0,0,2.35,13.08,1356,Tuesday  
2026352035,2016-04-20,7222,4.48,0,0,4.48,0,0,5.45,10.38,1667,Wednesday
2026352035,2016-04-21,2467,1.53,0,0,1.53,0,0,2.55,12.48,1370,Thursday 
2026352035,2016-04-22,2915,1.81,0,0,1.81,0,0,2.7,11.87,1399,Friday   
2026352035,2016-04-23,12357,7.71,0,0,7.71,0,0,7.2,7.63,1916,Saturday 
2026352035,2016-04-24,3490,2.16,0,0,2.16,0,0,2.73,11.73,1401,Sunday   
2026352035,2016-04-25,6017,3.73,0,0,3.73,0,0,4.33,13.68,1576,Monday   
2026352035,2016-04-26,5933,3.68,0,0,3.68,0,0,4.8,16.97,1595,Tuesday  
2026352035,2016-04-27,6088,3.77,0,0,3.77,0,0,4.77,9.77,1593,Wednesday
2026352035,2016-04-28,6375,3.95,0,0,3.95,0,0,5.52,10.43,1649,Thursday 
2026352035,2016-04-29,7604,4.71,0,0,4.71,0,0,5.87,8.2,1692,Friday   
2026352035,2016-04-30,4729,2.93,0,0,2.93,0,0,3.88,9.9,1506,Saturday 
2026352035,2016-05-01,3609,2.28,0,0,2.28,0,0,3.18,11.93,1447,Sunday   
2026352035,2016-05-02,7018,4.35,0,0,4.35,0,0,5.92,11.93,1690,Monday   
2026352035,2016-05-03,5992,3.72,0,0,3.72,0,0,5.07,16.35,1604,Tuesday  
2026352035,2016-05-04,6564,4.07,0,0,4.07,0,0,5.75,8.83,1658,Wednesday
2026352035,2016-05-05,12167,7.54,0,0,7.54,0,0,7.92,7.98,1926,Thursday 
2026352035,2016-05-06,8198,5.08,0,0,5.08,0,0,6.38,8.52,1736,Friday   
2026352035,2016-05-07,4193,2.6,0,0,2.6,0,0,3.82,11.08,1491,Saturday 
2026352035,2016-05-08,5528,3.45,0,0,3.45,0,0,4.3,10.17,1555,Sunday   
2026352035,2016-05-09,10685,6.62,0,0,6.6,0,0,6.68,9.05,1869,Monday   
2026352035,2016-05-10,254,0.16,0,0,0.16,0,0,0.28,16.7,1141,Tuesday  
2026352035,2016-05-11,8580,5.32,0,0,5.32,0,0,5.5,9.48,1698,Wednesday
2026352035,2016-05-12,8891,5.51,0,0,5.51,0,0,5.72,5.5,1364,Thursday 
2320127002,2016-04-12,10725,7.49,1.17,0.31,6.01,0.22,0.15,5.1,18.53,2124,Tuesday  
2320127002,2016-04-13,7275,4.9,0,0,4.9,0,0,5.58,18.42,2003,Wednesday
2320127002,2016-04-14,3973,2.68,0,0,2.68,0,0,3.18,20.82,1696,Thursday 
2320127002,2016-04-15,5205,3.51,0,0,3.51,0,0,4.08,19.92,1801,Friday   
2320127002,2016-04-16,5057,3.41,0,0,3.4,0,0,3.25,20.75,1724,Saturday 
2320127002,2016-04-17,6198,4.18,0,0,4.18,0,0,4.15,19.85,1852,Sunday   
2320127002,2016-04-18,6559,4.42,0,0.26,4.14,0,0.12,4.33,19.55,1905,Monday   
2320127002,2016-04-19,5997,4.04,0,0.38,3.66,0,0.18,3.8,20.02,1811,Tuesday  
2320127002,2016-04-20,7192,4.85,0,0.49,4.34,0,0.18,4.72,19.1,1922,Wednesday
2320127002,2016-04-21,3404,2.29,0.06,0.42,1.81,0.02,0.17,2.12,21.7,1610,Thursday 
2320127002,2016-04-22,5583,3.76,0,0,3.76,0,0,4.43,19.57,1851,Friday   
2320127002,2016-04-23,5079,3.42,0,0,3.42,0,0,4.03,18.82,1804,Saturday 
2320127002,2016-04-24,4165,2.81,0,0,2.8,0,0,3.4,20.6,1725,Sunday   
2320127002,2016-04-25,3588,2.42,0.23,0.2,1.99,0.05,0.08,2.53,21.33,1654,Monday   
2320127002,2016-04-26,3409,2.3,0,0,2.3,0,0,2.45,21.55,1632,Tuesday  
2320127002,2016-04-27,1715,1.16,0,0,1.16,0,0,1.37,22.63,1481,Wednesday
2320127002,2016-04-28,1532,1.03,0,0,1.03,0,0,1.27,22.73,1473,Thursday 
2320127002,2016-04-29,924,0.62,0,0,0.62,0,0,0.75,23.25,1410,Friday   
2320127002,2016-04-30,4571,3.08,0,0,3.07,0,0,3.9,20.1,1779,Saturday 
2320127002,2016-05-01,772,0.52,0,0,0.52,0,0,0.67,23.33,1403,Sunday   
2320127002,2016-05-02,3634,2.45,0.36,0.21,1.88,0.08,0.1,2.05,21.77,1613,Monday   
2320127002,2016-05-03,7443,5.02,1.49,0.37,3.16,0.33,0.17,3.43,20.07,1878,Tuesday  
2320127002,2016-05-04,1201,0.81,0,0,0.81,0,0,0.87,23.13,1426,Wednesday
2320127002,2016-05-05,5202,3.51,0,0.39,3.11,0,0.18,3.72,20.1,1780,Thursday 
2320127002,2016-05-06,4878,3.29,0,0,3.29,0,0,3.4,20.6,1742,Friday   
2320127002,2016-05-07,7379,4.97,0,0,4.97,0,0,5.32,18.68,1972,Saturday 
2320127002,2016-05-08,5161,3.48,0,0,3.47,0,0,4.12,19.88,1821,Sunday   
2320127002,2016-05-09,3090,2.08,0,0,2.08,0,0,2.42,21.58,1630,Monday   
2320127002,2016-05-10,6227,4.2,0,0,4.2,0,0,4.83,19.17,1899,Tuesday  
2320127002,2016-05-11,6424,4.33,0,0,4.33,0,0,5,19,1903,Wednesday
2320127002,2016-05-12,2661,1.79,0,0,1.79,0,0,2.13,13.83,1125,Thursday 
2347167796,2016-04-12,10113,6.83,2,0.62,4.2,0.47,0.22,5.33,16.07,2344,Tuesday  
2347167796,2016-04-13,10352,7.01,1.66,1.94,3.41,0.32,0.53,3.25,11.27,2038,Wednesday
2347167796,2016-04-14,10129,6.7,0.02,2.74,3.94,0.02,0.8,3.43,11.75,2010,Thursday 
2347167796,2016-04-15,10465,6.92,0.07,1.42,5.43,0.02,0.4,4.73,12,2133,Friday   
2347167796,2016-04-16,22244,15.08,5.45,4.1,5.53,1.1,1.2,4.47,16.13,2670,Saturday 
2347167796,2016-04-17,5472,3.62,0.08,0.28,3.26,0.02,0.12,4.15,8.47,1882,Sunday   
2347167796,2016-04-18,8247,5.45,0.79,0.86,3.79,0.18,0.27,3.43,11.3,1944,Monday   
2347167796,2016-04-19,6711,4.44,0,0,4.44,0,0.12,6.37,10.8,2346,Tuesday  
2347167796,2016-04-20,10999,7.27,0.68,1.81,4.78,0.18,0.72,4.48,16.85,2198,Wednesday
2347167796,2016-04-21,10080,6.75,1.85,1.53,3.38,0.38,0.43,3.47,12.68,2048,Thursday 
2347167796,2016-04-22,7804,5.16,0.56,1.68,2.92,0.15,0.45,3.43,13.02,1946,Friday   
2347167796,2016-04-23,16901,11.37,2.78,1.45,7.15,0.53,0.58,6,9.85,2629,Saturday 
2347167796,2016-04-24,9471,6.26,0,0,6.26,0,0,6,9.73,2187,Sunday   
2347167796,2016-04-25,9482,6.38,1.27,0.52,4.6,0.25,0.18,4.62,10.88,2095,Monday   
2347167796,2016-04-26,5980,3.95,0,0,3.95,0,0,3.78,12.2,1861,Tuesday  
2347167796,2016-04-27,11423,7.58,1.86,0.4,5.32,0.43,0.15,4.92,10.38,2194,Wednesday
2347167796,2016-04-28,5439,3.6,0,0,3.6,0,0,3.82,12.73,1854,Thursday 
2873212765,2016-04-12,8796,5.91,0.11,0.93,4.88,0.03,0.35,5.93,17.68,1982,Tuesday  
2873212765,2016-04-13,7618,5.12,0,0.22,4.88,0,0.13,6.73,17.13,2004,Wednesday
2873212765,2016-04-14,7910,5.32,0,0,5.32,0,0,5.52,18.48,1893,Thursday 
2873212765,2016-04-15,8482,5.7,0,0,5.69,0,0,7.47,16.53,2063,Friday   
2873212765,2016-04-16,9685,6.65,3.11,0.02,3.51,0.78,0.02,5.08,18.12,2148,Saturday 
2873212765,2016-04-17,2524,1.7,0,0.35,1.34,0,0.13,2.67,21.2,1529,Sunday   
2873212765,2016-04-18,7762,5.24,0.07,0.28,4.89,0.02,0.1,5.18,18.7,1890,Monday   
2873212765,2016-04-19,7948,5.37,0,0,5.36,0,0,6.48,17.52,1956,Tuesday  
2873212765,2016-04-20,9202,6.3,1.51,0.12,4.66,0.37,0.08,6.3,17.25,2094,Wednesday
2873212765,2016-04-21,8859,5.98,0.13,0.37,5.47,0.03,0.17,6.18,17.62,1970,Thursday 
2873212765,2016-04-22,7286,4.9,0.46,0,4.42,0.77,0,6.1,17.13,2241,Friday   
2873212765,2016-04-23,9317,6.35,2.09,0.23,4.02,0.47,0.08,5.5,17.95,2021,Saturday 
2873212765,2016-04-24,6873,4.68,3,0.06,1.62,0.77,0.02,3.17,20.05,1898,Sunday   
2873212765,2016-04-25,7373,4.95,0,0,4.95,0,0,5.98,18.02,1907,Monday   
2873212765,2016-04-26,8242,5.54,0.12,0.18,5.24,0.03,0.08,5.15,18.73,1882,Tuesday  
2873212765,2016-04-27,3516,2.36,0,0,2.36,0.77,0,3.28,19.95,1966,Wednesday
2873212765,2016-04-28,7913,5.41,2.16,0.34,2.91,0.47,0.12,3.55,19.87,1835,Thursday 
2873212765,2016-04-29,7365,4.95,1.36,1.41,2.18,0.33,0.38,3.43,19.85,1780,Friday   
2873212765,2016-04-30,8452,5.68,0.33,1.08,4.26,0.08,0.33,4.13,19.45,1830,Saturday 
2873212765,2016-05-01,7399,4.97,0.49,1.04,3.44,0.12,0.3,3.27,20.32,1739,Sunday   
2873212765,2016-05-02,7525,5.06,0,0.21,4.83,0,0.12,5.57,18.32,1878,Monday   
2873212765,2016-05-03,7412,4.98,0.06,0.25,4.66,0.02,0.1,6.05,17.83,1906,Tuesday  
2873212765,2016-05-04,8278,5.56,0,0,5.56,0,0,7,17,2015,Wednesday
2873212765,2016-05-05,8314,5.61,0.78,0.8,4.03,0.22,0.38,5.18,18.22,1971,Thursday 
2873212765,2016-05-06,7063,4.75,0,0.12,4.61,0,0.08,6.17,17.75,1910,Friday   
2873212765,2016-05-07,4940,3.38,2.28,0.55,0.55,1.25,0.18,0.87,21.7,1897,Saturday 
2873212765,2016-05-08,8168,5.54,2.9,0,2.64,0.77,0,5.43,17.8,2096,Sunday   
2873212765,2016-05-09,7726,5.19,0,0,5.19,0,0,5.75,18.25,1906,Monday   
2873212765,2016-05-10,8275,5.56,0,0,5.55,0,0,6.22,17.78,1962,Tuesday  
2873212765,2016-05-11,6440,4.33,0,0,4.32,0,0,5.32,18.68,1826,Wednesday
