Id,SleepDay,TotalSleepRecords,HoursAsleep,HoursInBed,dayOfWeek
2026352035,2016-04-29,1,8.17,8.5,Friday   
2026352035,2016-04-30,1,9.55,10.12,Saturday 
2026352035,2016-05-01,1,8.78,9.1,Sunday   
2026352035,2016-05-02,1,8.52,9.05,Monday   
2026352035,2016-05-04,1,8.97,9.33,Wednesday
2026352035,2016-05-05,1,7.8,8.08,Thursday 
2026352035,2016-05-06,1,8.73,9.13,Friday   
2026352035,2016-05-07,1,8.52,8.68,Saturday 
2026352035,2016-05-08,1,9.02,9.47,Sunday   
2026352035,2016-05-09,1,8.85,9.27,Monday   
2026352035,2016-05-10,1,5.95,6.33,Tuesday  
2026352035,2016-05-11,1,8.72,9.22,Wednesday
2026352035,2016-05-12,1,7.6,8.08,Thursday 
2320127002,2016-04-23,1,1.02,1.15,Saturday 
2347167796,2016-04-13,1,7.78,8.85,Wednesday
2347167796,2016-04-14,1,7.42,8.15,Thursday 
2347167796,2016-04-15,1,7.53,8.4,Friday   
2347167796,2016-04-17,1,9.27,10.03,Sunday   
2347167796,2016-04-18,1,8.33,9.28,Monday   
2347167796,2016-04-19,1,7.75,8.57,Tuesday  
2347167796,2016-04-21,1,7.67,8.07,Thursday 
2347167796,2016-04-22,1,6.75,7.68,Friday   
2347167796,2016-04-23,1,6.23,6.43,Saturday 
2347167796,2016-04-24,1,7.37,7.65,Sunday   
2347167796,2016-04-25,1,7.22,7.85,Monday   
2347167796,2016-04-26,1,7.27,8.17,Tuesday  
2347167796,2016-04-27,1,7.47,8.32,Wednesday
2347167796,2016-04-28,1,6.8,7.5,Thursday 
2347167796,2016-04-29,1,6.85,7.88,Friday   
3977333714,2016-04-12,1,4.57,7.82,Tuesday  
3977333714,2016-04-13,2,4.92,7.6,Wednesday
3977333714,2016-04-14,1,4.85,6.62,Thursday 
3977333714,2016-04-15,1,7.07,9.27,Friday   
3977333714,2016-04-16,1,4.72,8.5,Saturday 
3977333714,2016-04-17,1,6.35,9.43,Sunday   
3977333714,2016-04-18,2,6.87,8.7,Monday   
3977333714,2016-04-19,1,3.65,6.58,Tuesday  
3977333714,2016-04-20,2,2.53,5.08,Wednesday
3977333714,2016-04-21,1,5.53,8.53,Thursday 
3977333714,2016-04-22,1,5.92,7.93,Friday   
3977333714,2016-04-23,1,3.92,6.2,Saturday 
3977333714,2016-04-24,1,5.17,8.77,Sunday   
3977333714,2016-04-25,1,4.37,7.78,Monday   
3977333714,2016-04-26,1,4.17,6.18,Tuesday  
3977333714,2016-04-27,1,5.82,9,Wednesday
3977333714,2016-04-28,1,4.35,7.05,Thursday 
3977333714,2016-04-29,1,5.55,7.97,Friday   
3977333714,2016-04-30,1,3.95,6.37,Saturday 
3977333714,2016-05-01,1,6.38,10.43,Sunday   
3977333714,2016-05-02,1,3.83,6.4,Monday   
3977333714,2016-05-03,1,4.87,8.33,Tuesday  
3977333714,2016-05-04,1,3.55,5.6,Wednesday
3977333714,2016-05-05,1,5.3,8,Thursday 
3977333714,2016-05-06,1,5.38,8.53,Friday   
3977333714,2016-05-07,1,3.95,7.38,Saturday 
3977333714,2016-05-08,2,4.32,7.6,Sunday   
3977333714,2016-05-10,1,5.2,7.53,Tuesday  
4020332650,2016-04-12,1,8.35,9.02,Tuesday  
4020332650,2016-04-16,1,1.28,1.28,Saturday 
4020332650,2016-05-03,1,5.37,5.53,Tuesday  
4020332650,2016-05-04,1,7.97,8.93,Wednesday
4020332650,2016-05-05,1,3.77,4.13,Thursday 
4020332650,2016-05-06,1,6.42,6.8,Friday   
4020332650,2016-05-08,1,6.07,6.7,Sunday   
4020332650,2016-05-10,1,7.37,8.23,Tuesday  
4319703577,2016-04-14,1,8.92,9.28,Thursday 
4319703577,2016-04-15,1,7.75,8.18,Friday   
4319703577,2016-04-16,1,8.43,8.7,Saturday 
4319703577,2016-04-18,1,8.58,9.18,Monday   
4319703577,2016-04-19,2,7.68,8.3,Tuesday  
4319703577,2016-04-20,1,8.72,9.05,Wednesday
4319703577,2016-04-21,1,0.98,1.08,Thursday 
4319703577,2016-04-22,1,8.88,9.17,Friday   
4319703577,2016-04-23,1,11.53,12.03,Saturday 
4319703577,2016-04-24,1,7.78,8.35,Sunday   
4319703577,2016-04-25,1,8.13,8.43,Monday   
4319703577,2016-04-26,1,8.42,8.6,Tuesday  
4319703577,2016-04-27,1,4.77,5.12,Wednesday
4319703577,2016-04-28,1,8.28,8.7,Thursday 
4319703577,2016-04-29,1,8.72,9.1,Friday   
4319703577,2016-04-30,1,8.17,8.6,Saturday 
4319703577,2016-05-01,1,8.07,8.33,Sunday   
4319703577,2016-05-02,1,7.97,8.43,Monday   
4319703577,2016-05-03,1,7.9,8.53,Tuesday  
4319703577,2016-05-06,1,7.5,8.18,Friday   
4319703577,2016-05-07,1,8.45,8.83,Saturday 
4319703577,2016-05-08,1,10.03,10.63,Sunday   
4319703577,2016-05-09,1,8.92,9.42,Monday   
4319703577,2016-05-10,1,8.12,8.62,Tuesday  
4319703577,2016-05-11,1,8.82,9.3,Wednesday
4319703577,2016-05-12,1,5.03,5.35,Thursday 
4388161847,2016-04-15,1,8.32,8.77,Friday   
4388161847,2016-04-16,2,7.1,7.47,Saturday 
4388161847,2016-04-17,2,10.32,10.68,Sunday   
4388161847,2016-04-18,1,1.65,1.73,Monday   
4388161847,2016-04-19,1,5.48,5.63,Tuesday  
4388161847,2016-04-20,1,7.02,7.52,Wednesday
4388161847,2016-04-21,1,7.37,7.63,Thursday 
4388161847,2016-04-22,1,1.37,1.42,Friday   
4388161847,2016-04-23,1,7.97,8.35,Saturday 
4388161847,2016-04-24,3,9.2,9.92,Sunday   
4388161847,2016-04-26,1,5.32,5.77,Tuesday  
4388161847,2016-04-27,1,7.32,8.33,Wednesday
4388161847,2016-04-28,1,7.13,7.63,Thursday 
4388161847,2016-04-30,2,6.82,7.17,Saturday 
4388161847,2016-05-01,1,9.12,9.95,Sunday   
4388161847,2016-05-02,2,6.13,6.27,Monday   
4388161847,2016-05-04,1,6.5,6.9,Wednesday
4388161847,2016-05-05,1,7.85,8.25,Thursday 
4388161847,2016-05-07,1,7.87,8.27,Saturday 
4388161847,2016-05-08,2,8.82,9.02,Sunday   
4388161847,2016-05-09,1,1.03,1.08,Monday   
4388161847,2016-05-10,1,5.9,6.25,Tuesday  
4388161847,2016-05-11,1,7.82,8.23,Wednesday
4445114986,2016-04-12,2,7.15,7.62,Tuesday  
4445114986,2016-04-13,2,6.17,6.77,Wednesday
4445114986,2016-04-14,1,7.35,8.2,Thursday 
4445114986,2016-04-15,2,5.62,6.32,Friday   
4445114986,2016-04-16,1,7.7,8.32,Saturday 
4445114986,2016-04-17,1,1.63,1.78,Sunday   
4445114986,2016-04-19,2,6.47,7.07,Tuesday  
4445114986,2016-04-20,1,7.32,7.7,Wednesday
4445114986,2016-04-21,1,7.27,7.82,Thursday 
4445114986,2016-04-22,1,6.47,6.95,Friday   
4445114986,2016-04-25,1,5.47,5.75,Monday   
4445114986,2016-04-26,2,5.88,6.52,Tuesday  
4445114986,2016-04-27,1,5.53,6.23,Wednesday
4445114986,2016-04-28,1,6.98,7.37,Thursday 
4445114986,2016-04-29,1,1.77,1.8,Friday   
4445114986,2016-04-30,1,5.37,5.88,Saturday 
4445114986,2016-05-01,2,7.32,7.65,Sunday   
4445114986,2016-05-02,1,8.37,9.03,Monday   
4445114986,2016-05-03,2,6.95,7.5,Tuesday  
4445114986,2016-05-04,2,5.62,6.05,Wednesday
4445114986,2016-05-05,2,7.7,8.55,Thursday 
4445114986,2016-05-06,2,6.23,6.7,Friday   
4445114986,2016-05-07,2,6.68,7.27,Saturday 
4445114986,2016-05-08,1,6.02,6.52,Sunday   
4445114986,2016-05-09,1,7.62,8.88,Monday   
4445114986,2016-05-10,1,6.75,7.1,Tuesday  
4445114986,2016-05-11,1,8.32,8.83,Wednesday
4445114986,2016-05-12,1,8.05,8.35,Thursday 
4558609924,2016-04-21,1,2.1,2.28,Thursday 
4558609924,2016-04-26,1,1.72,2.02,Tuesday  
4558609924,2016-04-29,1,2.85,2.98,Friday   
4558609924,2016-05-01,1,1.92,2.15,Sunday   
4558609924,2016-05-08,1,2.05,2.23,Sunday   
4702921684,2016-04-12,1,7.08,7.32,Tuesday  
4702921684,2016-04-13,2,6.67,7.17,Wednesday
4702921684,2016-04-14,1,6.4,6.92,Thursday 
4702921684,2016-04-15,1,4.22,4.28,Friday   
4702921684,2016-04-16,2,6.37,6.77,Saturday 
4702921684,2016-04-17,1,9.85,10.2,Sunday   
4702921684,2016-04-18,1,4.88,5.2,Monday   
4702921684,2016-04-19,1,7.62,8.12,Tuesday  
4702921684,2016-04-20,1,7.57,7.8,Wednesday
4702921684,2016-04-21,1,7.08,7.23,Thursday 
4702921684,2016-04-23,1,7.75,7.92,Saturday 
4702921684,2016-04-24,1,8,8.43,Sunday   
4702921684,2016-04-25,1,6.17,6.33,Monday   
4702921684,2016-04-26,1,7.02,7.15,Tuesday  
4702921684,2016-04-27,1,7.2,7.48,Wednesday
4702921684,2016-04-28,1,7.37,7.68,Thursday 
4702921684,2016-04-29,1,7.22,7.45,Friday   
4702921684,2016-04-30,1,7.98,8.35,Saturday 
4702921684,2016-05-03,1,5.45,6.22,Tuesday  
4702921684,2016-05-04,1,6.87,7.23,Wednesday
4702921684,2016-05-05,1,6.9,7.13,Thursday 
4702921684,2016-05-06,1,6.73,7.48,Friday   
4702921684,2016-05-07,1,8.67,9.05,Saturday 
4702921684,2016-05-09,1,7.25,7.63,Monday   
4702921684,2016-05-10,1,6.93,7.18,Tuesday  
4702921684,2016-05-11,1,5.9,6.1,Wednesday
4702921684,2016-05-12,1,6.73,7.37,Thursday 
5553957443,2016-04-12,1,7.35,7.73,Tuesday  
5553957443,2016-04-13,2,7.58,8.13,Wednesday
5553957443,2016-04-14,1,5.95,6.97,Thursday 
5553957443,2016-04-15,1,6.28,6.82,Friday   
5553957443,2016-04-16,2,10.85,11.43,Saturday 
5553957443,2016-04-17,1,5.83,6.7,Sunday   
5553957443,2016-04-18,2,8.67,9.02,Monday   
5553957443,2016-04-19,1,5.95,6.83,Tuesday  
5553957443,2016-04-20,1,10.97,11.3,Wednesday
5553957443,2016-04-21,1,6.65,7.18,Thursday 
5553957443,2016-04-22,1,5.37,5.88,Friday   
5553957443,2016-04-23,2,10.52,12.08,Saturday 
5553957443,2016-04-24,2,9.22,10.67,Sunday   
5553957443,2016-04-25,1,7.22,7.8,Monday   
5553957443,2016-04-26,1,6.87,7.55,Tuesday  
5553957443,2016-04-27,1,5.78,6.52,Wednesday
5553957443,2016-04-28,1,7.02,7.62,Thursday 
5553957443,2016-04-29,1,7.5,8.25,Friday   
5553957443,2016-04-30,2,12.92,14.05,Saturday 
5553957443,2016-05-01,2,10.37,11.43,Sunday   
5553957443,2016-05-02,1,6.82,7.85,Monday   
5553957443,2016-05-03,1,6.33,7.15,Tuesday  
5553957443,2016-05-04,1,7.45,7.83,Wednesday
5553957443,2016-05-05,1,6.98,7.73,Thursday 
5553957443,2016-05-06,1,6.67,7.23,Friday   
5553957443,2016-05-07,1,7.37,7.83,Saturday 
5553957443,2016-05-08,1,9.47,10.13,Sunday   
5553957443,2016-05-09,1,7.55,8.23,Monday   
5553957443,2016-05-10,1,6.97,7.38,Tuesday  
5553957443,2016-05-11,1,7.72,8.1,Wednesday
5553957443,2016-05-12,1,7.3,7.92,Thursday 
5577150313,2016-04-12,1,6.98,7.3,Tuesday  
5577150313,2016-04-13,1,7.2,7.63,Wednesday
5577150313,2016-04-14,1,7.95,8.28,Thursday 
5577150313,2016-04-15,1,6.53,6.88,Friday   
5577150313,2016-04-16,1,6.77,7.42,Saturday 
5577150313,2016-04-17,1,9.15,9.72,Sunday   
5577150313,2016-04-18,1,8.78,9.22,Monday   
5577150313,2016-04-19,1,7.48,7.75,Tuesday  
5577150313,2016-04-20,1,7.45,8,Wednesday
5577150313,2016-04-21,1,6.9,7.28,Thursday 
5577150313,2016-04-22,1,5.63,6.1,Friday   
5577150313,2016-04-23,1,6.4,6.7,Saturday 
5577150313,2016-04-24,1,9.05,10.25,Sunday   
5577150313,2016-04-25,1,7.02,7.68,Monday   
5577150313,2016-04-26,1,5.9,6.28,Tuesday  
5577150313,2016-04-27,1,7.07,7.53,Wednesday
5577150313,2016-04-28,1,6.02,6.2,Thursday 
5577150313,2016-04-29,1,7.65,8.08,Friday   
5577150313,2016-04-30,1,6.87,7.22,Saturday 
5577150313,2016-05-01,1,6.32,6.63,Sunday   
5577150313,2016-05-02,2,8.75,9.22,Monday   
5577150313,2016-05-03,1,8.47,9.05,Tuesday  
5577150313,2016-05-04,1,10.05,10.57,Wednesday
5577150313,2016-05-05,1,1.23,1.3,Thursday 
5577150313,2016-05-10,1,8.4,9.37,Tuesday  
5577150313,2016-05-11,1,7.18,7.93,Wednesday
6117666160,2016-04-16,1,6.33,6.63,Saturday 
6117666160,2016-04-17,2,5.6,5.83,Sunday   
6117666160,2016-04-18,2,8.22,8.5,Monday   
6117666160,2016-04-19,1,7.75,8.2,Tuesday  
6117666160,2016-04-20,1,7.9,8.37,Wednesday
6117666160,2016-04-21,1,8.47,9.17,Thursday 
6117666160,2016-04-22,1,8,9.1,Friday   
6117666160,2016-04-23,1,8.2,8.98,Saturday 
6117666160,2016-04-24,1,5.88,6.12,Sunday   
6117666160,2016-04-27,1,9.03,9.28,Wednesday
6117666160,2016-04-28,1,6.55,6.93,Thursday 
6117666160,2016-04-29,1,10,10.6,Friday   
6117666160,2016-05-01,1,8.45,9.58,Sunday   
6117666160,2016-05-05,1,6.53,6.92,Thursday 
6117666160,2016-05-06,2,10.97,11.63,Friday   
6117666160,2016-05-07,2,8.3,8.45,Saturday 
6117666160,2016-05-08,1,9.25,10.05,Sunday   
6117666160,2016-05-09,1,8.2,8.7,Monday   
6775888955,2016-04-13,1,3.92,4.33,Wednesday
6775888955,2016-04-14,1,7.05,7.35,Thursday 
6775888955,2016-04-15,1,6.52,6.77,Friday   
6962181067,2016-04-12,1,6.1,6.45,Tuesday  
6962181067,2016-04-13,3,10.5,11.32,Wednesday
6962181067,2016-04-14,2,8.47,8.92,Thursday 
6962181067,2016-04-15,1,6.17,6.43,Friday   
6962181067,2016-04-16,1,5.95,6.1,Saturday 
6962181067,2016-04-17,1,7.12,7.43,Sunday   
6962181067,2016-04-18,1,7.37,7.63,Monday   
6962181067,2016-04-19,1,7.93,8.92,Tuesday  
6962181067,2016-04-20,1,6.97,7.07,Wednesday
6962181067,2016-04-21,1,7.52,7.62,Thursday 
6962181067,2016-04-22,1,7.08,7.25,Friday   
6962181067,2016-04-23,1,8.8,9.1,Saturday 
6962181067,2016-04-24,1,8.52,8.57,Sunday   
6962181067,2016-04-25,1,6.67,6.92,Monday   
6962181067,2016-04-26,1,7.35,7.43,Tuesday  
6962181067,2016-04-27,1,7.58,7.78,Wednesday
6962181067,2016-04-28,1,7.33,7.55,Thursday 
6962181067,2016-04-29,1,7.22,7.45,Friday   
6962181067,2016-04-30,1,7.03,7.07,Saturday 
6962181067,2016-05-01,1,6.85,7.1,Sunday   
6962181067,2016-05-02,1,7.77,8.03,Monday   
6962181067,2016-05-03,1,6.57,6.97,Tuesday  
6962181067,2016-05-04,1,7.37,7.58,Wednesday
6962181067,2016-05-05,1,7.78,8.18,Thursday 
6962181067,2016-05-06,1,7.38,7.7,Friday   
6962181067,2016-05-07,1,4.97,5.57,Saturday 
6962181067,2016-05-08,1,9.02,9.48,Sunday   
6962181067,2016-05-09,1,8.15,8.28,Monday   
6962181067,2016-05-10,1,7.82,8.02,Tuesday  
6962181067,2016-05-11,1,7.53,8,Wednesday
6962181067,2016-05-12,1,8.6,8.92,Thursday 
7007744171,2016-04-16,1,1.32,1.37,Saturday 
7007744171,2016-05-01,1,0.97,1.02,Sunday   
7086361926,2016-04-12,1,8.57,8.75,Tuesday  
7086361926,2016-04-13,1,7.52,7.75,Wednesday
7086361926,2016-04-14,1,7.87,7.93,Thursday 
7086361926,2016-04-15,1,6.28,6.43,Friday   
7086361926,2016-04-19,1,7.87,8.05,Tuesday  
7086361926,2016-04-20,1,8.2,8.37,Wednesday
7086361926,2016-04-21,1,6.5,6.85,Thursday 
7086361926,2016-04-22,1,7.13,7.47,Friday   
7086361926,2016-04-24,1,11.35,11.73,Sunday   
7086361926,2016-04-25,1,7.43,7.45,Monday   
7086361926,2016-04-26,1,8.08,8.33,Tuesday  
7086361926,2016-04-27,1,7.82,7.98,Wednesday
7086361926,2016-04-28,1,5.9,6.12,Thursday 
7086361926,2016-04-30,1,8.08,8.15,Saturday 
7086361926,2016-05-01,1,6.47,6.78,Sunday   
7086361926,2016-05-02,1,7.33,7.65,Monday   
7086361926,2016-05-03,1,7.6,7.68,Tuesday  
7086361926,2016-05-04,1,7,7.27,Wednesday
7086361926,2016-05-06,1,5.37,5.55,Friday   
7086361926,2016-05-07,1,8.83,9.13,Saturday 
7086361926,2016-05-08,1,8.02,8.5,Sunday   
7086361926,2016-05-09,1,7.12,7.3,Monday   
7086361926,2016-05-11,1,7.52,7.72,Wednesday
7086361926,2016-05-12,1,7.4,7.62,Thursday 
8053475328,2016-04-20,1,8.1,8.22,Wednesday
8053475328,2016-04-23,1,5.52,5.62,Saturday 
8053475328,2016-05-07,1,1.23,1.25,Saturday 
8378563200,2016-04-12,1,5.63,5.93,Tuesday  
8378563200,2016-04-13,2,7.45,8.12,Wednesday
8378563200,2016-04-14,1,7.07,7.58,Thursday 
8378563200,2016-04-15,1,8.55,8.88,Friday   
8378563200,2016-04-16,2,10.18,11.48,Saturday 
8378563200,2016-04-17,2,8.75,9.85,Sunday   
8378563200,2016-04-18,1,6.63,7.52,Monday   
8378563200,2016-04-19,1,6.45,7.02,Tuesday  
8378563200,2016-04-20,1,6.35,6.82,Wednesday
8378563200,2016-04-21,1,6.6,6.95,Thursday 
8378563200,2016-04-22,1,7.35,7.82,Friday   
8378563200,2016-04-23,1,9.42,9.85,Saturday 
8378563200,2016-04-24,1,7.63,8.2,Sunday   
8378563200,2016-04-25,1,6.47,6.7,Monday   
8378563200,2016-04-26,1,9.17,9.73,Tuesday  
8378563200,2016-04-27,1,8.85,10,Wednesday
8378563200,2016-04-28,1,8.43,9.27,Thursday 
8378563200,2016-04-29,1,8.78,9.37,Friday   
8378563200,2016-04-30,1,7.8,9.25,Saturday 
8378563200,2016-05-01,1,7.92,8.98,Sunday   
8378563200,2016-05-02,1,5.85,6.42,Monday   
8378563200,2016-05-03,1,6.75,7.15,Tuesday  
8378563200,2016-05-04,1,7.35,7.95,Wednesday
8378563200,2016-05-05,1,6.35,6.95,Thursday 
8378563200,2016-05-06,1,5.38,5.92,Friday   
8378563200,2016-05-07,2,7.65,8.55,Saturday 
8378563200,2016-05-08,1,9.08,10.1,Sunday   
8378563200,2016-05-09,1,5.98,6.65,Monday   
8378563200,2016-05-10,1,5.7,6.52,Tuesday  
8378563200,2016-05-11,1,6.13,6.45,Wednesday
8378563200,2016-05-12,1,8.27,9.1,Thursday 
8792009665,2016-04-12,1,7.63,8.22,Tuesday  
8792009665,2016-04-13,1,8.85,9.2,Wednesday
8792009665,2016-04-14,1,8.1,8.38,Thursday 
8792009665,2016-04-15,1,6.05,6.28,Friday   
8792009665,2016-04-20,1,8.8,9.12,Wednesday
8792009665,2016-04-22,1,6.52,6.78,Friday   
8792009665,2016-04-23,1,5.65,6,Saturday 
8792009665,2016-04-27,1,7.05,7.13,Wednesday
8792009665,2016-04-28,1,6.7,6.93,Thursday 
8792009665,2016-04-29,1,6.63,6.77,Friday   
8792009665,2016-04-30,1,5.72,6,Saturday 
8792009665,2016-05-01,1,8.38,8.78,Sunday   
8792009665,2016-05-02,1,6.92,7.05,Monday   
8792009665,2016-05-03,1,8.6,9.08,Tuesday  
8792009665,2016-05-04,1,7.32,7.72,Wednesday

(406 rows affected)


Completion time: 2022-10-09T00:37:28.4026885-04:00
